59654,Women,Apparel,Saree,Sarees,Purple,Fall,2012,Ethnic,FNF Purple Evening Wear Sari,http://assets.myntassets.com/v1/images/style/properties/FNF-Blue---Purple-Sari_623fe5f86ee4bd50d8beb16bd4865487_images.jpg
59653,Women,Apparel,Saree,Sarees,Green,Fall,2012,Ethnic,FNF Green & Pink Evening Wear Sari,http://assets.myntassets.com/v1/images/style/properties/FNF-Green---Pink-Evening-Wear-Sari_1779a9c5aa7a8f49e6fba1463c9cc87a_images.jpg
59638,Women,Apparel,Saree,Sarees,Green,Fall,2012,Ethnic,FNF Green Wedding Collection Sari,http://assets.myntassets.com/v1/images/style/properties/FNF-Green-Collection-for-Wedding-Sari_7e6a7f6bba933b0923861ac3b65c9f5e_images.jpg
59636,Women,Apparel,Saree,Sarees,Sea Green,Fall,2012,Ethnic,FNF Sea Green Collection For Wedding Sari,http://assets.myntassets.com/v1/images/style/properties/FNF-Pink---Green-Collection-For-Wedding-Sari_3ca2c40f68f32302fcc91da027a5ec23_images.jpg
59631,Women,Apparel,Saree,Sarees,Red,Fall,2012,Ethnic,FNF Red & Gold Collection for Wedding Sari,http://assets.myntassets.com/v1/images/style/properties/FNF-Red---Gold-Collection-for-Wedding-Sari_24130b6d7b9e32609c4be5b060b4b5a3_images.jpg
59630,Women,Apparel,Saree,Sarees,Orange,Fall,2012,Ethnic,FNF Orange Wedding Collection Sari,http://assets.myntassets.com/v1/images/style/properties/FNF-Orange-Wedding-Collection-Sari_e2d5373eb2df32dd3da8d40da145b9c2_images.jpg
59609,Women,Apparel,Saree,Sarees,Khaki,Fall,2012,Ethnic,FNF Khaki Collection for Wedding Sari,http://assets.myntassets.com/v1/images/style/properties/FNF-Khaki-Collection-for-Wedding-Sari_e65b3b145f4c03f0104f8bbe17eadbd3_images.jpg
59607,Women,Apparel,Saree,Sarees,Grey,Fall,2012,Ethnic,FNF Pink & Grey Wedding Collection Sari,http://assets.myntassets.com/v1/images/style/properties/FNF-Green-Collection-for-Wedding-Wear-Sari_6c60eef0b8d9cff87cfcd1f73953e5cd_images.jpg
59600,Women,Apparel,Saree,Sarees,Rust,Fall,2012,Ethnic,FNF Rust Wedding Collection Sari,http://assets.myntassets.com/v1/images/style/properties/FNF-Rust---Green-Collection-for-Wedding-Sari_8a5ee22b73ef48ec683e77ba3b8de5a4_images.jpg
59468,Women,Accessories,Jewellery,Ring,Silver,Summer,2013,Casual,Lucera Silver Ring,http://assets.myntassets.com/v1/images/style/properties/Lucera-Silver-Ring_880eb66d9ac4a486481e01dcad264655_images.jpg
59466,Women,Accessories,Jewellery,Ring,Silver,Summer,2015,Casual,Lucera Silver Ring,http://assets.myntassets.com/v1/images/style/properties/Lucera-Silver-Ring_827931c1a79c368583b67fe89e462e7a_images.jpg
59461,Women,Accessories,Jewellery,Ring,Silver,Summer,2013,Casual,Lucera Silver Ring,http://assets.myntassets.com/v1/images/style/properties/Lucera-Silver-Ring_5efd99072bde632dab6c0fdb01375055_images.jpg
59459,Women,Accessories,Jewellery,Ring,Silver,Summer,2015,Casual,Lucera Silver Ring,http://assets.myntassets.com/v1/images/style/properties/Lucera-Silver-Ring_13e5c266f4cd8c1cb2cfe150b0567bc1_images.jpg
59457,Women,Accessories,Jewellery,Ring,Silver,Summer,2015,Casual,Lucera Silver Ring,http://assets.myntassets.com/v1/images/style/properties/Lucera-Silver-Ring_3d5fee363f959fbfc0f5899f6d981f83_images.jpg
59435,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012,Formal,Arrow Men Black Formal Shoes,http://assets.myntassets.com/v1/images/style/properties/Arrow-Men-Black-Formal-Shoes_70a3c7c185338a5636c8c0e668829bb6_images.jpg
59432,Women,Accessories,Bags,Handbags,Black,Summer,2012,Casual,Spice Art Women Black Handbag,http://assets.myntassets.com/v1/images/style/properties/Spice-Art-Women-Black-Handbag_2bf4728580599984a2a555db977b9e35_images.jpg
59404,Women,Apparel,Topwear,Tops,Blue,Fall,2012,Casual,Tokyo Talkies Women Blue Top,http://assets.myntassets.com/v1/images/style/properties/Tokyo-Talkies-Women-Blue-Top_27a7cfa009105155b58792318967328c_images.jpg
59403,Women,Apparel,Topwear,Tshirts,White,Fall,2012,Casual,Tokyo Talkies Women White T-shirt,http://assets.myntassets.com/v1/images/style/properties/Tokyo-Talkies-Women-White-T-shirt_bf24debeba0c5e8aae5aa167e99b6443_images.jpg
59299,Men,Apparel,Topwear,Shirts,Blue,Fall,2012,Casual,U.S. Polo Assn. Men Striped Blue Shirt,http://assets.myntassets.com/v1/images/style/properties/US-Polo-Assn-Men-Striped-Blue-Shirt_38cb59ca2ee59260900514765132a7e9_images.jpg
59297,Men,Apparel,Topwear,Shirts,White,Fall,2012,Casual,U.S. Polo Assn. Men White & Navy Blue Shirt,http://assets.myntassets.com/v1/images/style/properties/US-Polo-Assn-Men-White---Navy-Blue-Shirt_233bed1565b9ac72f62fb685a2223f3c_images.jpg
59290,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Titan Men Black Dial Watch,http://assets.myntassets.com/v1/images/style/properties/Titan-Men-Black-Dial-Watch_1b6fb70c7ca8b860eb0f3257b191e129_images.jpg
59264,Women,Accessories,Watches,Watches,White,Winter,2016,Casual,Titan Women White Watch,http://assets.myntassets.com/v1/images/style/properties/Titan-Women-White-Watch_4f0365e5beb2f39bd6f333064101cb06_images.jpg
59263,Women,Accessories,Watches,Watches,Silver,Winter,2016,Casual,Titan Women Silver Watch,http://assets.myntassets.com/v1/images/style/properties/Titan-Women-Silver-Watch_b4ef04538840c0020e4829ecc042ead1_images.jpg
59255,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Titan Men Black Watch,http://assets.myntassets.com/v1/images/style/properties/Titan-Men-Black-Watch_14e8a4d64af3e8956410886d2bc702ad_images.jpg
59254,Men,Accessories,Watches,Watches,White,Winter,2016,Casual,Titan Men White Dial Watch,http://assets.myntassets.com/v1/images/style/properties/Titan-Men-White-Dial-Watch_2c41f3dd01047f34ff614e0e75aa9dd2_images.jpg
59252,Men,Accessories,Watches,Watches,White,Winter,2016,Casual,Titan Men White Dial Automatic Watch NB9365SL01,http://assets.myntassets.com/v1/images/style/properties/Titan-Men-White-Watch_4a096c721912e73a43fff73398626a2a_images.jpg
59239,Men,Accessories,Watches,Watches,White,Winter,2016,Casual,Titan Men White Watch,http://assets.myntassets.com/v1/images/style/properties/Titan-Men-White-Watch_c0ca5e6952a8eb4bb2ecbf520d589531_images.jpg
59237,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Titan Men Black Dial Watch,http://assets.myntassets.com/v1/images/style/properties/Titan-Men-Black-Dial-Watch_3469955330461223af9ac698a88884bf_images.jpg
59230,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Titan Men Black Watch,http://assets.myntassets.com/v1/images/style/properties/Titan-Men-Black-Watch_20005cdf056acdedfb2ee4fe5af441b4_images.jpg
59094,Women,Apparel,Innerwear,Bra,Black,Summer,2017,Casual,Peri Peri Women Black Bra,http://assets.myntassets.com/v1/images/style/properties/Peri-Peri-Women-Black-Bra_2cf09a3a63a883806f14fa3c351007da_images.jpg
59093,Women,Apparel,Innerwear,Bra,White,Summer,2017,Casual,Peri Peri Women White Bra,http://assets.myntassets.com/v1/images/style/properties/Peri-Peri-Women-White-Bra_a092b7a24ccbe465ba5b08346ef66ea6_images.jpg
59092,Women,Apparel,Innerwear,Bra,Black,Summer,2017,Casual,Peri Peri Women Black Bra,http://assets.myntassets.com/v1/images/style/properties/Peri-Peri-Women-Black-Bra_fc79c693c5506e583ebce5de0984c8da_images.jpg
59069,Women,Apparel,Innerwear,Bra,White,Summer,2017,Casual,Peri Peri Women White Bra,http://assets.myntassets.com/v1/images/style/properties/Peri-Peri-Women-White-Bra_e94a285c2c2dfc0ab742eda172d0e2c3_images.jpg
59067,Women,Apparel,Innerwear,Bra,Black,Summer,2017,Casual,Peri Peri Women Black Bra,http://assets.myntassets.com/v1/images/style/properties/Peri-Peri-Women-Black-Bra_1a526d0d60b1452f80c43adf2e86cbfe_images.jpg
59066,Women,Apparel,Innerwear,Bra,White,Summer,2017,Casual,Peri Peri Women White Bra,http://assets.myntassets.com/v1/images/style/properties/Peri-Peri-Women-White-Bra_ca6b4f0e202b110afebf25f858577609_images.jpg
59060,Women,Apparel,Topwear,Kurtas,Red,Summer,2012,Ethnic,Global Desi Women Multi Coloured Kurta,http://assets.myntassets.com/v1/images/style/properties/Global-Desi-Women-Red-Kurta_df19e6470157467637aa52222a974e2a_images.jpg
59058,Women,Apparel,Topwear,Kurtis,Black,Summer,2010,Ethnic,Global Desi Women Black Kurti,http://assets.myntassets.com/v1/images/style/properties/Global-Desi-Women-Black-Top_54ac890a62a23d4ff28366029ce8146a_images.jpg
59056,Women,Footwear,Shoes,Casual Shoes,Blue,Winter,2012,Casual,Carlton London Women Blue & Cream Shoes,http://assets.myntassets.com/v1/images/style/properties/Carlton-London-Women-Blue---Cream-Shoes_243d3b1aebc988e696a0ea409daff4bf_images.jpg
59051,Women,Footwear,Shoes,Flats,Black,Winter,2012,Casual,Carlton London Women Black & Gold Toned Flats,http://assets.myntassets.com/v1/images/style/properties/Carlton-London-Women-Black-Gladiator-Sandals_b8f695202ccc1889f65d57b4000a888f_images.jpg
59034,Women,Footwear,Shoes,Heels,Bronze,Winter,2012,Casual,Carlton London Women Black Heels,http://assets.myntassets.com/v1/images/style/properties/Carlton-London-Women-Metallic-Sandals_d97a32a4ac867365094f09ccb3b963de_images.jpg
59033,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,Carlton London Women Black Heels,http://assets.myntassets.com/v1/images/style/properties/Carlton-London-Women-Black-Sandals_820c53e936db176f74c91934004351ab_images.jpg
59005,Men,Personal Care,Fragrance,Deodorant,Black,Spring,2017,Casual,Brut Men Musk Deo,http://assets.myntassets.com/v1/images/style/properties/BRUT-Men-Musk-Deo_e1f528ed3869f6b388e5d9d0215accdb_images.jpg
59002,Men,Personal Care,Fragrance,Deodorant,Blue,Spring,2017,Casual,Brut Men Alaska Deo,http://assets.myntassets.com/v1/images/style/properties/BRUT-Men-Alaska-Deo_68b204d954fdd6f15fc9e0c8c2dd4e81_images.jpg
58989,Men,Personal Care,Fragrance,Deodorant,White,Spring,2017,Casual,Cavallini Men Deo,http://assets.myntassets.com/v1/images/style/properties/Cavallini-Men-Deo_2aa426957c39927115bafe2e94df227b_images.jpg
58988,Women,Personal Care,Fragrance,Deodorant,Green,Spring,2017,Casual,Cavallini Women Deo,http://assets.myntassets.com/v1/images/style/properties/Cavallini-Women-Deo_ec4e9b1d2c15e33d5ba96cf49816a320_images.jpg
58987,Women,Personal Care,Fragrance,Deodorant,Lavender,Spring,2017,Casual,Cavallini Women Deo,http://assets.myntassets.com/v1/images/style/properties/Cavallini-Women-Deo_24f86c03497ca88209bc4639565152ad_images.jpg
58980,Women,Personal Care,Fragrance,Deodorant,Pink,Spring,2017,Casual,Colour me Women Flowers Deo,http://assets.myntassets.com/v1/images/style/properties/Colour-me-Women-Flowers-Deo_bbdd019aace399d86a7f5c4ba11f6881_images.jpg
58974,Men,Personal Care,Fragrance,Deodorant,Gold,Spring,2017,Casual,Colour me Men Gold Deo,http://assets.myntassets.com/v1/images/style/properties/Colour-me-Men-Gold-Deo_73efa9034af7165f848dcc367558b461_images.jpg
58973,Women,Personal Care,Fragrance,Perfume and Body Mist,Pink,Spring,2017,Casual,Colour Me Women Pink Perfume,http://assets.myntassets.com/v1/images/style/properties/Colour-Me-Women-Pink-Perfume_0fce837cf337e245edf7830f2884376d_images.jpg
58945,Women,Personal Care,Fragrance,Perfume and Body Mist,White,Spring,2017,Casual,Taylor of London Women White Satin Perfume,http://assets.myntassets.com/v1/images/style/properties/Taylor-of-London-Women-White-Satin-Perfume_2b376d047c836c579b43732bdb4281f0_images.jpg
58943,Women,Personal Care,Fragrance,Perfume and Body Mist,Blue,Spring,2017,Casual,Taylor of London Women Panache Perfume,http://assets.myntassets.com/v1/images/style/properties/Taylor-of-London-Women-Panache-Perfume_39badf36bf6381f14155a1094f90eb60_images.jpg
58942,Women,Accessories,Watches,Watches,Silver,Winter,2016,Casual,Tommy Hilfiger Women Silver-Toned Dial  Watch TH1780453-D,http://assets.myntassets.com/v1/images/style/properties/Tommy-Hilfiger-Women-Silver-Dial-Watch_abe6324c8d398904ee9577db8ac79dad_images.jpg
58920,Men,Accessories,Accessories,Accessory Gift Set,Maroon,Summer,2012,Casual,Hakashi Men Combo pack Tie+Cufflink+Pocket square,http://assets.myntassets.com/v1/images/style/properties/Hakashi-Men-Maroon-Combo-pack-TieCufflinkPocket-square_c1eff5d8ed21a4d908409b5beab07b92_images.jpg
58918,Men,Accessories,Ties,Ties,Red,Summer,2012,Casual,Hakashi Men Red & Black Silk Tie,http://assets.myntassets.com/v1/images/style/properties/Hakashi-Men-Maroon-Tie_54222351a953a18437bead184f6d7257_images.jpg
58916,Men,Accessories,Ties,Ties,Black,Summer,2017,Casual,Hakashi Men Black Silk Tie,http://assets.myntassets.com/v1/images/style/properties/Hakashi-Men-Woven-Black-Tie_a9968e8752a57568162181bc3c5e8c8c_images.jpg
58911,Men,Accessories,Ties,Ties,Grey,Summer,2012,Casual,Hakashi Men Grey Silk Tie,http://assets.myntassets.com/v1/images/style/properties/Hakashi-Men-Grey-Tie_12e25fc98b27e0e9930279fa598a1f27_images.jpg
58744,Men,Apparel,Topwear,Tshirts,Burgundy,Summer,2012,Casual,Puma Men Burgundy T-shirt,http://assets.myntassets.com/v1/images/style/properties/Puma-Men-Burgundy-T-shirt_e6305f2e85f1ff7d9b022df62d12bb42_images.jpg
58743,Men,Apparel,Topwear,Tshirts,Olive,Fall,2012,Casual,Puma Men Olive T-shirt,http://assets.myntassets.com/v1/images/style/properties/Puma-Men-Olive-T-shirt_f46d76f93b12434d36dbc568f720efc1_images.jpg
58729,Women,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual,Puma Women Blue T-shirt,http://assets.myntassets.com/v1/images/style/properties/Puma-Women-Blue-T-shirt_5899e684270f9e67534528c06edc03b6_images.jpg
58728,Women,Apparel,Topwear,Tshirts,Pink,Summer,2012,Casual,Puma Women Pink T-shirt,http://assets.myntassets.com/v1/images/style/properties/Puma-Women-Pink-T-shirt_35327171229119b5b2a4efcb31517940_images.jpg
58726,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012,Casual,Puma Men Grey T-shirt,http://assets.myntassets.com/v1/images/style/properties/Puma-Men-Grey-T-shirt_cf275e8d9abdab9e307d6adbf8fc6d9f_images.jpg
58719,Women,Apparel,Topwear,Kurtas,Off White,Summer,2012,Ethnic,ALayna Women Off White  Kurta,http://assets.myntassets.com/v1/images/style/properties/ALayna-Women-Off-White-Kurta_7bcf85e4b08cb7c1dd41f805d4dfae1d_images.jpg
58576,Women,Apparel,Topwear,Tshirts,Yellow,Summer,2012,Casual,Puma Women Yellow T-shirt,http://assets.myntassets.com/v1/images/style/properties/Puma-Women-Yellow-T-shirt_e5facd09b7bac1c8b28e31d8d768318c_images.jpg
58571,Men,Apparel,Bottomwear,Shorts,Black,Summer,2012,Casual,Puma Men Black Shorts,http://assets.myntassets.com/v1/images/style/properties/Puma-Men-Black-Short_18d7937fb5d087ebe34d60c3818484bc_images.jpg
58549,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual,Miami Blues Women Sunglasses,http://assets.myntassets.com/v1/images/style/properties/Miami-Blues-Women-Sunglasses_6258bd4836e1cc0d0739fa74e3a1437a_images.jpg
58547,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual,Miami Blues Women Sunglasses,http://assets.myntassets.com/v1/images/style/properties/Miami-Blues-Women-Sunglasses_3a1bb36fca050ea0ef5032a15b76efab_images.jpg
58540,Men,Accessories,Eyewear,Sunglasses,Grey,Winter,2016,Casual,Miami Blues Men Sunglasses,http://assets.myntassets.com/v1/images/style/properties/Miami-Blues-Men-Sunglasses_36a8d8a34413ebb1cc56f98be350d22e_images.jpg
58525,Unisex,Accessories,Accessories,Travel Accessory,Green,Summer,2010,Casual,Wildcraft Unisex Green Chalk Bag,http://assets.myntassets.com/v1/images/style/properties/Wildcraft-Unisex-Green-Bag_9730837a6e425524f19c9051eeb5e353_images.jpg
58524,Unisex,Accessories,Bags,Handbags,Black,Fall,2012,Casual,Wildcraft Unisex Black Rain Cover For Backpacks,http://assets.myntassets.com/v1/images/style/properties/Wildcraft-Unisex-Rain-Cover-For-Backpacks_b795c381872c4b6a825b29b448922b0c_images.jpg
58522,Unisex,Accessories,Accessories,Travel Accessory,Rust,Summer,2015,Casual,Wildcraft Unisex Rust Orange Travel Pouch,http://assets.myntassets.com/v1/images/style/properties/Wildcraft-Unisex-Orange-Chalk-Bag_b52edc6279b3e1f016a8e7d822a0b2d6_images.jpg
58514,Women,Apparel,Topwear,Tops,Grey,Summer,2012,Casual,Tonga Women Grey Top,http://assets.myntassets.com/v1/images/style/properties/Tonga-Women-Grey-Top_f73ea340974e7cc7cb4db18f7889cec7_images.jpg
58513,Women,Apparel,Topwear,Tops,Off White,Summer,2012,Casual,Tonga Women Maroon Top,http://assets.myntassets.com/v1/images/style/properties/Tonga-Women-Maroon-Top_e5cc855ba59e5640817434d45f9c088d_images.jpg
58372,Men,Apparel,Topwear,Tshirts,Beige,Summer,2012,Casual,Locomotive Men Beige T-shirt,http://assets.myntassets.com/v1/images/style/properties/Locomotive-Men-Beige-T-shirt_55ef4535000a1de2b74ac012c6486515_images.jpg
58329,Men,Footwear,Flip Flops,Flip Flops,Red,Summer,2012,Casual,Lotto Men Red Flip Flops,http://assets.myntassets.com/v1/images/style/properties/Lotto-Men-Red-Flip-Flops_504feb7f72ee222980ee2e6e3526e80a_images.jpg
58327,Women,Footwear,Flip Flops,Flip Flops,Lavender,Summer,2012,Casual,Lotto Women Lavender Flip Flops,http://assets.myntassets.com/v1/images/style/properties/Lotto-Women-Lavender-Flip-Flops_4279f0d9df8add7ef58544f5bf6a7d6d_images.jpg
58320,Men,Accessories,Socks,Socks,White,Summer,2016,Sports,Jockey LCESCBRA Men White Pack of 3 Socks 2004,http://assets.myntassets.com/v1/images/style/properties/Jockey-Men-White-Pack-of-3-Socks_29f0dce8cceb1100a1e814be30bc7253_images.jpg
58318,Men,Accessories,Socks,Socks,White,Summer,2016,Sports,Jockey LCESCBRA Men White Pack of 3 Socks 2004,http://assets.myntassets.com/v1/images/style/properties/Jockey-Men-White-Pack-of-3-Socks_b836d30afbcc9ad561bf2a653a784384_images.jpg
58316,Men,Accessories,Socks,Socks,White,Summer,2016,Sports,Jockey LCESCBRA Men White Pack of 3 Socks 2004,http://assets.myntassets.com/v1/images/style/properties/Jockey-Men-White-Pack-of-3-Socks_4edd2222d3ec20af9c474d1bafd87065_images.jpg
58311,Men,Accessories,Socks,Socks,Black,Summer,2016,Sports,Jockey LCESCBRA Men Pack of 3 Socks 2004,http://assets.myntassets.com/v1/images/style/properties/Jockey-Men-Pack-of-3-Socks_dec49abcc11b16976232d915072c9242_images.jpg
58184,Women,Accessories,Bags,Handbags,Beige,Summer,2012,Casual,Rocky S Women Beige Handbag,http://assets.myntassets.com/v1/images/style/properties/Rocky-S-Women-Beige-Handbag_cf13243aa8a7454917b557edd377d46e_images.jpg
58183,Women,Accessories,Bags,Handbags,White,Summer,2012,Casual,Rocky S Women White Handbag,http://assets.myntassets.com/v1/images/style/properties/Rocky-S-Women-White-Handbag_1440a0abd2ddaf3199965e604831b164_images.jpg
58179,Women,Accessories,Bags,Handbags,Blue,Summer,2012,Casual,Rocky S Women Blue Handbag,http://assets.myntassets.com/v1/images/style/properties/Rocky-S-Women-Navy-Blue-Handbag_4cf929ebebb81d77fd9698020b8a2cc5_images.jpg
58177,Women,Accessories,Bags,Handbags,Brown,Summer,2012,Casual,Rocky S Women Brown Handbag,http://assets.myntassets.com/v1/images/style/properties/Rocky-S-Women-Brown-Handbag_5b44f798c0d6b84b00ae5a6316d931af_images.jpg
58170,Women,Accessories,Bags,Clutches,Red,Fall,2012,Casual,Rocky S Women Red Clutch,http://assets.myntassets.com/v1/images/style/properties/Rocky-S-Red-Clutch_6ef925fd1ad1ad8201c607dd14dd5ade_images.jpg
58148,Unisex,Accessories,Headwear,Caps,White,Fall,2012,Casual,Puma Unisex White Cap,http://assets.myntassets.com/v1/images/style/properties/Puma-Unisex-White-Cap_d397dc3eb9ff8a12d079f08a9b6c430d_images.jpg
58146,Unisex,Accessories,Bags,Backpacks,Black,Summer,2012,Casual,Puma Unisex Black Backpack,http://assets.myntassets.com/v1/images/style/properties/Puma-Unisex-Black-Backpack_93048ae205ab1474008b7a4efd4219b2_images.jpg
58141,Women,Accessories,Jewellery,Earrings,Silver,Fall,2012,Casual,Rreverie Silver Earrings,http://assets.myntassets.com/v1/images/style/properties/Rreverie-Silver-Earrings_0ab43a3a7c71a0e12c78b93fbeb75f4d_images.jpg
58140,Women,Accessories,Jewellery,Earrings,Silver,Fall,2012,Casual,Rreverie Silver Earrings,http://assets.myntassets.com/v1/images/style/properties/Rreverie-Silver-Earrings_c3527c3a1c1053723c237bad6100b71a_images.jpg
58123,Women,Accessories,Jewellery,Earrings,Silver,Fall,2012,Casual,Rreverie Silver & White Earrings,http://assets.myntassets.com/v1/images/style/properties/Rreverie-Silver---White-Earrings_563c0b328e7ec59a4be2fd97164e3f02_images.jpg
58115,Women,Accessories,Jewellery,Pendant,Silver,Fall,2012,Casual,Rreverie Women Silver Pendant,http://assets.myntassets.com/v1/images/style/properties/Rreverie-Women-Silver-Pendant_260ee858a49589900f7da051016f77e4_images.jpg
58112,Women,Accessories,Jewellery,Earrings,Brown,Fall,2012,Casual,Rreverie Dark Brown & Turquoise Earrings,http://assets.myntassets.com/v1/images/style/properties/Rreverie-Black---Turquoise-Earrings_6bab6b10ecd4fae20a2bc6a96efa46c7_images.jpg
57995,Women,Apparel,Dress,Dresses,Black,Fall,2012,Casual,Latin Quarters Women & White Black Dress,http://assets.myntassets.com/v1/images/style/properties/Latin-Quarters-Women-Black-Dress_91d19b8598579c1901a632e94e923a24_images.jpg
57992,Women,Apparel,Topwear,Shirts,Purple,Fall,2012,Casual,Latin Quarters Women Purple Shirt,http://assets.myntassets.com/v1/images/style/properties/Latin-Quarters-Women-Purple-Dress_4aeecefe97a1247231b97e88683d4fc0_images.jpg
57968,Women,Apparel,Saree,Sarees,Rust,Fall,2012,Ethnic,Prafful Rust Sari,http://assets.myntassets.com/v1/images/style/properties/Prafful-Rust-Sari_9757f197576e7b7a5eaed77a515bb03f_images.jpg
57966,Women,Apparel,Saree,Sarees,Multi,Fall,2012,Ethnic,Prafful Multi Coloured Sari,http://assets.myntassets.com/v1/images/style/properties/Prafful-Multi-Coloured-Sari_c114394e9ed77ab27b2588597232aa72_images.jpg
57961,Women,Apparel,Saree,Sarees,Black,Fall,2012,Ethnic,Prafful Women Black & Grren Sari,http://assets.myntassets.com/v1/images/style/properties/Prafful-Women-Multi-Coloured-Sari_82607f83f133913af4167094b5354247_images.jpg
57959,Women,Apparel,Saree,Sarees,Turquoise Blue,Fall,2012,Ethnic,Prafful Turquoise Blue Printed Sari,http://assets.myntassets.com/v1/images/style/properties/Prafful-Turquoise-Blue-Printed-Sari_d89c1ab8f8e898fd4c185687706afea6_images.jpg
57957,Women,Apparel,Saree,Sarees,Multi,Fall,2012,Ethnic,Prafful Multi Coloured Sari,http://assets.myntassets.com/v1/images/style/properties/Prafful-Multi-Coloured-Sari_be03c620f639f69182222376d3712d1e_images.jpg
57950,Men,Footwear,Shoes,Formal Shoes,Brown,Spring,2012,Formal,Clarks Men Brown Formal Shoes,http://assets.myntassets.com/v1/images/style/properties/Clarks-Men-Brown-Formal-Shoes_cae81cf723ab38cd1a0921981bba2a05_images.jpg
57935,Men,Footwear,Sandal,Sandals,Black,Spring,2012,Casual,Clarks Men Black Leather Closed Sandals,http://assets.myntassets.com/v1/images/style/properties/Clarks-Men-Black-Sandals_32cdfdb1c318dd5bb7c332071bfbd3f7_images.jpg
57934,Men,Footwear,Sandal,Sandals,Brown,Spring,2012,Casual,Clarks Men Brown Sandals,http://assets.myntassets.com/v1/images/style/properties/Clarks-Men-Brown-Sandals_de132ea3035bd5070b3d638f6068ec61_images.jpg
57932,Men,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,French Connection Men White T-shirt,http://assets.myntassets.com/v1/images/style/properties/French-Connection-Men-White-T-shirt_48e05ffbe5d9005728594678420f7a3c_images.jpg
57794,Women,Personal Care,Skin Care,Face Wash and Cleanser,Maroon,Spring,2017,Casual,Lotus Herbals Pomegranate & Plum Energizing Skin Polisher,http://assets.myntassets.com/v1/images/style/properties/Lotus-Herbals-Pomegranate---Plum-Energizing-Skin-Polisher_da8dbed253725fa71cf0b5d7b37d2f59_images.jpg
57761,Women,Personal Care,Skin Care,Face Wash and Cleanser,Cream,Spring,2017,Casual,Lotus Herbals Tea Tree & Cinnamon Anti-Acne Oil Control Face Wash,http://assets.myntassets.com/v1/images/style/properties/Lotus-Herbals-Tea-Tree---Cinnamon-Anti-Acne-Oil-Control-Face-Wash_0fe0079115c18dbb31f74d599ca01da5_images.jpg
